Question,Tag
The function  y 2   3x u200b a  is  continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R b  is continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R except at x frac 3 2 c  is continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R except at x frac 2 3 d  is continuous  u2200  x  u2208  R except x 3  and differentiable  u2200  x  u2208  R,Continuity
Let f x x left frac 1 3 right and A denote the area of region bounded by f x and the X axis when x varies from 1 to 1 Which of the following statements is are TRUE  f is continuous in 1 1 f is not bounded in 1 1 A is nonzero and finite  II only III only II and III only I II and III ,Continuity
Let f x x left frac 1 3 right and A denote the area of region bounded by f x and the X axis when x varies from 1 to 1 Which of the following statements is are TRUE  f is continuous in 1 1 f is not bounded in 1 1 A is nonzero and finite  II only III only II and III only I II and III ,Continuity
A function f x is continuous in the interval 0 2 It is known that f 0 f 2 1 and f 1 1 Which one of the following statements must be true There exists a y  in the interval 0 1 such that f y f y 1  For every y  in the interval 0 1 f y f 2 y The maximum value of the function in the interval 0 2 is 1 There exists a y  in the interval 0 1 such that f y f 2 y ,Continuity
Let f x x left frac 1 3 right and A denote the area of region bounded by f x and the X axis when x varies from 1 to 1 Which of the following statements is are TRUE  f is continuous in 1 1 f is not bounded in 1 1 A is nonzero and finite  II only III only II and III only I II and III ,Continuity
A function f x is continuous in the interval 0 2 It is known that f 0 f 2 1 and f 1 1 Which one of the following statements must be true There exists a y  in the interval 0 1 such that f y f y 1  For every y  in the interval 0 1 f y f 2 y The maximum value of the function in the interval 0 2 is 1 There exists a y  in the interval 0 1 such that f y f 2 y ,Continuity
A function f x is continuous in the interval 0 2 It is known that f 0 f 2 1 and f 1 1 Which one of the following statements must be true There exists a y  in the interval 0 1 such that f y f y 1  For every y  in the interval 0 1 f y f 2 y The maximum value of the function in the interval 0 2 is 1 There exists a y  in the interval 0 1 such that f y f 2 y ,Continuity
Let f x x left frac 1 3 right and A denote the area of region bounded by f x and the X axis when x varies from 1 to 1 Which of the following statements is are TRUE  f is continuous in 1 1 f is not bounded in 1 1 A is nonzero and finite  II only III only II and III only I II and III ,Continuity
The function  y 2   3x u200b a  is  continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R b  is continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R except at x frac 3 2 c  is continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R except at x frac 2 3 d  is continuous  u2200  x  u2208  R except x 3  and differentiable  u2200  x  u2208  R,Continuity
The function  y 2   3x u200b a  is  continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R b  is continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R except at x frac 3 2 c  is continuous  u2200  x  u2208  R and differentiable  u2200  x  u2208  R except at x frac 2 3 d  is continuous  u2200  x  u2208  R except x 3  and differentiable  u2200  x  u2208  R,Continuity
A function f x is continuous in the interval 0 2 It is known that f 0 f 2 1 and f 1 1 Which one of the following statements must be true There exists a y  in the interval 0 1 such that f y f y 1  For every y  in the interval 0 1 f y f 2 y The maximum value of the function in the interval 0 2 is 1 There exists a y  in the interval 0 1 such that f y f 2 y ,Continuity
A function f x is continuous in the interval 0 2 It is known that f 0 f 2 1 and f 1 1 Which one of the following statements must be true There exists a y  in the interval 0 1 such that f y f y 1  For every y  in the interval 0 1 f y f 2 y The maximum value of the function in the interval 0 2 is 1 There exists a y  in the interval 0 1 such that f y f 2 y ,Continuity
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
The cost function for a product in a firm is given by 5q 2 where q is the amount of production The firm can sell the product at a market price of u20b9 50 per unit The number of units to be produced by the firm such that the profit is maximized is A 5 B 10 C 15 D 25,Cost Market Price
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
The number of distinct simple graphs with up to three nodes is 15 10 7 9 ,Counting
Let G be a complete undirected graph on 6 vertices If vertices of G are labeled then the number of distinct cycles of length 4 in G is equal to 15 30 90 360 ,Counting
The number of distinct simple graphs with up to three nodes is 15 10 7 9 ,Counting
How many distinct binary search trees can be created out of 4 distinct keys 5 14 24 42 ,Counting
Let G be a complete undirected graph on 6 vertices If vertices of G are labeled then the number of distinct cycles of length 4 in G is equal to 15 30 90 360 ,Counting
The number of distinct simple graphs with up to three nodes is 15 10 7 9 ,Counting
What is the minimum number of ordered pairs of non negative numbers that should be chosen to ensure that there are two pairs a b and c d in the chosen set such that  a equiv c mod 3   and   b equiv d mod 5 4 6 16 24 ,Counting
What is the minimum number of ordered pairs of non negative numbers that should be chosen to ensure that there are two pairs a b and c d in the chosen set such that  a equiv c mod 3   and   b equiv d mod 5 4 6 16 24 ,Counting
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
A critical region is One which is enclosed by a pair of P and V operations on semaphores A program segment that has not been proved bug free A program segment that often causes unexpected system crashes A program segment where shared resources are accessed ,Critical Section
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
State True or False with reason Logical data independence is easier to achieve than physical data independence,Data Independence
An air pressure contour line joins locations in a region having the same atmospheric pressure The following is an air pressure contour plot of a geographical religion Contour lines are shown at 0 05 bar intervals in this plot If the possibility of a thunderstorm is given by how fast air pressure rises or drops over a region which of the following regions is most likely to have a thunderstorm P Q R S  ,Data Interpretation
A contour line joins locations having the same height above the mean sea level The following is a contour plot of a geographical region Contour lines are shown at 25 m intervals in this plot If in a flood the water level rises to 525 m which of the villages  P Q R S T get submerged P Q P Q T R S T Q R S ,Data Interpretation
The ratio of male to female students in a college for five years is plotted in the following line graph If the number of female students doubled in 2009 by what percent did the number of male students increase in 2009  ,Data Interpretation
The ratio of male to female students in a college for five years is plotted in the following line graph If the number of female students doubled in 2009 by what percent did the number of male students increase in 2009  ,Data Interpretation
The table below has question wise data on the performance of students in an examination The marks for each question are also listed There is no negative or partial marking in the examination Q No Marks Answered Correctly Answered Wrongly Not Attempted 1 2 21 17 6 2 3 15 27 2 3 2 23 18 3 What is the average of the marks obtained by the class in the examination 1 34 1 74 3 02 3 91 ,Data Interpretation
 The exports and imports in crores of Rs of a country from the year 2000 to 2007 are given in the following bar chart In which year is the combined percentage increase in imports and exports the highest ,Data Interpretation
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
An ER model of a database consists of entity types A and B These are connected by a relationship R which does not have its own attribute Under which one of the following conditions can the relational table for R be merged with that of A Relationship R is one to many and the participation of A in R is total Relationship R is one to many and the participation of A in R is partial Relationship R is many to one and the participation of A in R is total Relationship R is many to one and the participation of A in R is partial  ,Database
Let L be a language over Sigma i e L subseteq Sigma Suppose L satisfies the two conditions given below L is in NP and For every n there is exactly one string of length n that belongs to L    Let L c  be the complement of L over Sigma Show that L c  is also in NP  ,Decidability
Answer the following questions Which of the following problems are undecidable Membership problem in context free languages Whether a given context free language is regular Whether a finite state automation halts on all inputs Membership problem for type 0 languages ,Decidability
Choose the correct alternatives More than one may be correct It is undecidable whether An arbitrary Turing machine halts after 100 steps A Turing machine prints a specific letter A Turing machine computes the products of two numbers None of the above ,Decidability
 Which one of the following is not decidable Given a Turing machine M a string s and an integer k M accepts s within k steps Equivalence of two given Turing machines Language accepted by a given finite state machine is not empty Language generated by a context free grammar is non empty  ,Decidability
Answer the following questions Which of the following problems are undecidable Membership problem in context free languages Whether a given context free language is regular Whether a finite state automation halts on all inputs Membership problem for type 0 languages ,Decidability
Let L be a language over Sigma i e L subseteq Sigma Suppose L satisfies the two conditions given below L is in NP and For every n there is exactly one string of length n that belongs to L    Let L c  be the complement of L over Sigma Show that L c  is also in NP  ,Decidability
Let L be a language over Sigma i e L subseteq Sigma Suppose L satisfies the two conditions given below L is in NP and For every n there is exactly one string of length n that belongs to L    Let L c  be the complement of L over Sigma Show that L c  is also in NP  ,Decidability
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
How many 3 to 8 line decoders with an enable input are needed to construct a 6 to 64 line decoder without using any other logic gates 7 8 9 10  ,Decoder
The 2 n  vertices of a graph G corresponds to all subsets of a set of size n for n geq 6  Two vertices of G are adjacent if and only if the corresponding sets intersect in exactly two elements The number of vertices of degree zero in G is 1 n n 1 2 n ,Degree Of Graph
Show that all vertices in an undirected finite graph cannot have distinct degrees if the graph has at least two vertices ,Degree Of Graph
The degree sequence of a simple graph is the sequence of the degrees of the nodes in the graph in decreasing order Which of the following sequences can not be the degree sequence of any graph 7 6 5 4 4 3 2 1 6 6 6 6 3 3 2 2 7 6 6 4 4 3 2 2 8 7 7 6 4 2 1 1  I and II III and IV IV only II and IV ,Degree Of Graph
The 2 n  vertices of a graph G corresponds to all subsets of a set of size n for n geq 6  Two vertices of G are adjacent if and only if the corresponding sets intersect in exactly two elements The maximum degree of a vertex in G is binom frac n 2 2 2 frac n 2 2 n 2 2 n 3 imes 3 2 n 1 ,Degree Of Graph
The determinant of the matrix given below is begin bmatrix 0 amp 1  amp 0  amp 2  1 amp  1 amp  1 amp 3  0 amp 0  amp 0  amp 1  1 amp  2 amp  0 amp 1 end bmatrix 1 0 1 2 ,Determinant
If the matrix A is such that A begin bmatrix 2 u22124 7 end bmatrix begin bmatrix 1 amp 9 amp 5 end bmatrix then the determinant of A is equal to ______ ,Determinant
The determinant of the matrix given below is begin bmatrix 0 amp 1  amp 0  amp 2  1 amp  1 amp  1 amp 3  0 amp 0  amp 0  amp 1  1 amp  2 amp  0 amp 1 end bmatrix 1 0 1 2 ,Determinant
The determinant of the matrix begin bmatrix 6 amp 8 amp 1 amp 1 0 amp 2 amp 4 amp 6 0 amp 0 amp 4 amp 8 0 amp 0 amp 0 amp 1 end bmatrix 11 48 0 24 ,Determinant
The determinant of the matrix given below is begin bmatrix 0 amp 1  amp 0  amp 2  1 amp  1 amp  1 amp 3  0 amp 0  amp 0  amp 1  1 amp  2 amp  0 amp 1 end bmatrix 1 0 1 2 ,Determinant
If the matrix A is such that A begin bmatrix 2 u22124 7 end bmatrix begin bmatrix 1 amp 9 amp 5 end bmatrix then the determinant of A is equal to ______ ,Determinant
If the matrix A is such that A begin bmatrix 2 u22124 7 end bmatrix begin bmatrix 1 amp 9 amp 5 end bmatrix then the determinant of A is equal to ______ ,Determinant
The determinant of the matrix begin bmatrix 2 amp 0  amp 0  amp 0  8 amp  1 amp  7 amp 2  2 amp  0 amp 2  amp 0  9 amp 0  amp 6 amp 1 end bmatrix 4 0 15 20 ,Determinant
The determinant of the matrix begin bmatrix 6 amp 8 amp 1 amp 1 0 amp 2 amp 4 amp 6 0 amp 0 amp 4 amp 8 0 amp 0 amp 0 amp 1 end bmatrix 11 48 0 24 ,Determinant
The determinant of the matrix given below is begin bmatrix 0 amp 1  amp 0  amp 2  1 amp  1 amp  1 amp 3  0 amp 0  amp 0  amp 1  1 amp  2 amp  0 amp 1 end bmatrix 1 0 1 2 ,Determinant
The determinant of the matrix begin bmatrix 6 amp 8 amp 1 amp 1 0 amp 2 amp 4 amp 6 0 amp 0 amp 4 amp 8 0 amp 0 amp 0 amp 1 end bmatrix 11 48 0 24 ,Determinant
Let the function f heta begin vmatrix  sin heta  amp  cos heta  amp  an heta   sin frac pi 6  amp  cos frac pi 6  amp  an frac pi 6  amp  sin frac pi 3  amp  cos frac pi 3  amp  an frac pi 3   end vmatrix where  heta in left frac pi 6 frac pi 3 right and f heta   denote the derivative of f with respect to heta Which of the following statements is are  TRUE There exists heta in frac pi 6 frac pi 3 such that f heta 0 There exists heta in frac pi 6 frac pi 3 such that f heta eq  0 I only II only Both I and II Neither I Nor II ,Differentiability
Let f be a function defined by f x begin cases x 2 amp ext for x leq 1 ax 2 bx c amp ext for 1 lt x leq 2 x d  amp ext for x gt 2 end cases Find the values for the constants a b c and d so that f is continuous and differentiable everywhere on the real line ,Differentiability
Let the function f heta begin vmatrix  sin heta  amp  cos heta  amp  an heta   sin frac pi 6  amp  cos frac pi 6  amp  an frac pi 6  amp  sin frac pi 3  amp  cos frac pi 3  amp  an frac pi 3   end vmatrix where  heta in left frac pi 6 frac pi 3 right and f heta   denote the derivative of f with respect to heta Which of the following statements is are  TRUE There exists heta in frac pi 6 frac pi 3 such that f heta 0 There exists heta in frac pi 6 frac pi 3 such that f heta eq  0 I only II only Both I and II Neither I Nor II ,Differentiability
Let f be a function defined by f x begin cases x 2 amp ext for x leq 1 ax 2 bx c amp ext for 1 lt x leq 2 x d  amp ext for x gt 2 end cases Find the values for the constants a b c and d so that f is continuous and differentiable everywhere on the real line ,Differentiability
If f x R sin frac pi x 2 S f u2019 frac 1 2 sqrt 2 and int_0 1 f x dx frac 2R pi then the constants R and S are frac 2 pi and frac 16 pi frac 2 pi and 0 frac 4 pi and 0 frac 4 pi and frac 16 pi ,Differentiability
Let f be a function defined by f x begin cases x 2 amp ext for x leq 1 ax 2 bx c amp ext for 1 lt x leq 2 x d  amp ext for x gt 2 end cases Find the values for the constants a b c and d so that f is continuous and differentiable everywhere on the real line ,Differentiability
If f x R sin frac pi x 2 S f u2019 frac 1 2 sqrt 2 and int_0 1 f x dx frac 2R pi then the constants R and S are frac 2 pi and frac 16 pi frac 2 pi and 0 frac 4 pi and 0 frac 4 pi and frac 16 pi ,Differentiability
If f x R sin frac pi x 2 S f u2019 frac 1 2 sqrt 2 and int_0 1 f x dx frac 2R pi then the constants R and S are frac 2 pi and frac 16 pi frac 2 pi and 0 frac 4 pi and 0 frac 4 pi and frac 16 pi ,Differentiability
If f x R sin frac pi x 2 S f u2019 frac 1 2 sqrt 2 and int_0 1 f x dx frac 2R pi then the constants R and S are frac 2 pi and frac 16 pi frac 2 pi and 0 frac 4 pi and 0 frac 4 pi and frac 16 pi ,Differentiability
Let the function f heta begin vmatrix  sin heta  amp  cos heta  amp  an heta   sin frac pi 6  amp  cos frac pi 6  amp  an frac pi 6  amp  sin frac pi 3  amp  cos frac pi 3  amp  an frac pi 3   end vmatrix where  heta in left frac pi 6 frac pi 3 right and f heta   denote the derivative of f with respect to heta Which of the following statements is are  TRUE There exists heta in frac pi 6 frac pi 3 such that f heta 0 There exists heta in frac pi 6 frac pi 3 such that f heta eq  0 I only II only Both I and II Neither I Nor II ,Differentiability
If f x R sin frac pi x 2 S f u2019 frac 1 2 sqrt 2 and int_0 1 f x dx frac 2R pi then the constants R and S are frac 2 pi and frac 16 pi frac 2 pi and 0 frac 4 pi and 0 frac 4 pi and frac 16 pi ,Differentiability
A logic network has two data inputs A and B and two control inputs C_0 and C_1 It implements the function F according to the following table C_1 C_2 F 0 0 overline A B 0 1 A B 1 0 A oplus B  Implement the circuit using one 4 to 1 Multiplexer one 2 input Exclusive OR gate one 2 input AND gate one 2 input OR gate and one Inverter  ,Digital Circuits
In the following truth table V 1 if and only if the input is valid  Inputs Outputs D_0 D_1 D_2 D_3 X_0 X_1 V 0 0 0 0 x x 0 1 0 0 0 0 0 1 x 1 0 0 0 1 1 x x 1 0 1 0 1 x x x 1 1 1 1 What function does the truth table represent Priority encoder   Decoder   Multiplexer   Demultiplexer ,Digital Circuits
A logic network has two data inputs A and B and two control inputs C_0 and C_1 It implements the function F according to the following table C_1 C_2 F 0 0 overline A B 0 1 A B 1 0 A oplus B  Implement the circuit using one 4 to 1 Multiplexer one 2 input Exclusive OR gate one 2 input AND gate one 2 input OR gate and one Inverter  ,Digital Circuits
